PROPERTY_TYPE,STATE,LAT,ION,AREA_M2,PRICE_USD
house,Morelos,18.928623,-99.247382,220.0,88495.58
house,Querétaro,20.520556,-99.895833,350.0,203019.26
house,Nuevo León,25.662563,-100.18013,350.0,156168.66
house,Sinaloa,23.246303,-106.398103,200.0,52056.22
house,Morelos,18.969294,-99.249802,198.0,135346.17
apartment,Guerrero,16.75063911,-99.76263069,70.0,43206.66
house,Distrito Federal,19.335116,-99.223332,90.0,169703.28
apartment,Distrito Federal,19.402944,-99.199727,70.0,60572.62
house,Estado de México,19.682219,-99.118782,188.0,161374.28
house,Nuevo León,25.7214602,-100.2735673,85.0,62467.46
house,Querétaro,20.5980665,-100.4308988,115.0,70275.9
house,Nuevo León,25.672399,-100.257777,123.0,63508.59
apartment,Distrito Federal,19.399815,-99.150806,90.0,118688.18
house,Yucatán,20.9550515,-89.6793392,120.0,40603.85
house,Chiapas,16.228815,-92.128043,147.0,67673.09
apartment,Jalisco,20.69064,-103.393175,166.0,271591.1
house,Estado de México,19.258327,-99.598374,215.0,244403.96
house,Querétaro,20.726007,-100.442642,295.0,270692.35
apartment,Distrito Federal,19.403334,-99.157755,125.0,238425.3
apartment,Baja California,32.451368,-116.973935,70.0,35697.55
house,Aguascalientes,21.901482,-102.34405,350.0,200416.45
house,Jalisco,20.302476,-103.23781,340.0,309682.46
house,Puebla,19.076204,-98.266733,117.0,70275.9
apartment,Distrito Federal,19.48778,-99.110583,65.0,52056.22
house,Distrito Federal,19.3176966,-99.0612554,100.0,108016.66
house,Quintana Roo,21.129547,-86.817017,180.0,96304.01
house,Puebla,19.046724,-98.254127,136.0,118938.05
apartment,Distrito Federal,19.352431,-99.288369,80.0,150963.04
house,Morelos,18.858107,-99.200287,92.0,51826.13
house,Querétaro,20.6536084,-100.3469826,130.0,87975.01
house,Nuevo León,25.7542524,-100.4034274,137.0,70275.9
house,Yucatán,21.006756,-89.570984,155.0,70275.9
house,Morelos,18.891621,-99.071698,68.0,41124.41
house,Distrito Federal,19.317653,-99.236291,350.0,174388.34
house,Tamaulipas,22.246319,-97.86264,163.0,111920.87
apartment,Distrito Federal,23.634501,-102.552788,100.0,78084.33
apartment,Distrito Federal,19.3651763,-99.2300641,66.0,65070.28
house,Querétaro,20.593055,-100.333424,175.0,93701.2
house,Nuevo León,25.6910283,-100.3568071,340.0,307131.7
house,Jalisco,20.594706,-103.396278,90.0,51015.1
house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,148.0,80687.14
house,Puebla,18.989918,-98.2295,220.0,88495.58
house,Puebla,19.043993,-98.25757,188.0,78084.33
house,Hidalgo,20.1213329,-98.7818531,66.0,33836.54
house,Nayarit,20.733392,-105.288009,172.0,117126.5
apartment,Distrito Federal,19.400249,-99.177444,150.0,270692.35
house,Yucatán,21.023252,-89.614571,300.0,161374.28
house,Hidalgo,20.124367,-98.735725,176.0,81572.1
house,Veracruz de Ignacio de la Llave,25.510947,-103.357724,146.0,46850.6
apartment,Distrito Federal,19.480501,-99.178139,70.0,45288.91
house,Yucatán,21.030668,-89.599258,305.0,187402.39
house,Querétaro,20.679045,-100.341225,157.0,101509.63
house,Aguascalientes,21.9633957,-102.343524,146.0,41124.41
house,Baja California,32.469498,-116.96022,111.0,33836.54
house,Tamaulipas,22.329824,-97.880325,138.0,82248.83
apartment,Yucatán,21.039522,-89.563911,145.0,124915.88
house,Chiapas,19.701769,-101.145103,120.0,33836.54
apartment,Guerrero,16.870413,-99.873192,150.0,190005.21
house,Estado de México,19.765149,-98.646915,380.0,103591.88
apartment,Distrito Federal,19.372248,-99.133377,65.0,55952.73
house,Distrito Federal,19.280767,-99.033615,349.0,94301.15
apartment,Distrito Federal,19.389791,-99.164696,154.0,260281.1
house,Yucatán,21.039522,-89.563911,350.0,158771.47
house,Estado de México,19.668947,-99.224525,90.0,39562.73
house,Puebla,19.009069,-98.196693,148.0,88495.58
house,Baja California,32.494823,-117.016725,92.0,51015.1
apartment,Distrito Federal,19.314545,-99.140672,122.0,242061.43
house,San Luis Potosí,22.1447396,-101.0273412,166.0,98906.82
house,Jalisco,20.64338,-103.431613,120.0,70275.9
house,Baja California,30.733356,-115.984407,200.0,88495.58
house,Estado de México,19.553615,-99.248715,260.0,145757.42
apartment,Distrito Federal,19.405298,-99.164986,80.0,222800.62
house,Querétaro,20.5969621,-100.3337597,193.0,117126.5
house,Morelos,23.634501,-102.552788,115.0,56220.72
house,Distrito Federal,19.34016,-99.194081,90.0,79079.91
house,Yucatán,21.075163,-89.516731,185.0,74440.4
house,Tamaulipas,22.257896,-97.86808,200.0,140551.8
apartment,Guerrero,16.8531086,-99.8236533,138.0,67673.09
house,Puebla,19.027384,-98.265213,160.0,119729.31
house,Estado de México,19.309069,-99.602311,146.0,98906.82
house,Sinaloa,23.20485,-106.424401,200.0,117126.5
house,Chihuahua,28.631943,-106.117668,170.0,80687.14
house,Yucatán,21.0399331,-89.5965747,235.0,126817.02
house,Guerrero,16.8808724,-99.9359641,104.0,44247.79
house,Baja California Sur,24.125583,-110.330846,128.0,93180.64
house,Estado de México,19.269808,-99.593781,238.0,195210.83
apartment,Distrito Federal,19.41498,-99.177444,164.0,286309.21
house,Yucatán,20.996355,-89.583946,248.0,124934.93
house,Morelos,18.954132,-99.266083,85.0,54659.03
house,Estado de México,19.494789,-99.270887,151.0,104633.0
house,Guerrero,17.6474239,-101.5455504,119.0,123706.4
house,Estado de México,19.2666119,-99.6403991,191.0,114523.69
house,Quintana Roo,21.161908,-86.8515279,210.0,102811.04
apartment,Distrito Federal,19.377171,-99.188503,72.0,105570.02
apartment,Distrito Federal,19.2790911,-99.2114234,76.0,40150.03
house,Jalisco,20.660534,-103.318809,345.0,67673.09
house,Veracruz de Ignacio de la Llave,20.95618,-97.408578,112.0,104112.44
house,San Luis Potosí,22.141575,-100.900192,229.0,111848.0
apartment,Distrito Federal,19.443178,-99.20237,115.0,236074.96
house,Yucatán,21.05258302,-89.53863859,168.0,79829.05
house,Estado de México,19.621174,-99.148073,100.0,36439.35
house,Puebla,18.915431,-98.435252,200.0,98386.26
house,Tabasco,17.962037,-92.973569,139.0,65070.28
apartment,Distrito Federal,19.30102797,-99.14421916,108.0,85892.76
apartment,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300.0,192608.02
house,Estado de México,19.627731,-99.30194,146.0,45288.91
house,Baja California Sur,24.03902146,-110.3097618,250.0,153565.85
house,Quintana Roo,21.112447,-86.85264,180.0,130140.55
apartment,Distrito Federal,19.451872,-99.173522,70.0,66111.4
house,Morelos,18.913485,-99.240456,80.0,67673.09
house,Morelos,18.840925,-98.934196,110.0,93701.2
apartment,Distrito Federal,19.3819271,-99.1891539,90.0,176496.62
house,Veracruz de Ignacio de la Llave,25.558637,-103.449786,250.0,114523.69
house,Jalisco,20.764135,-103.339958,140.0,83289.95
apartment,Distrito Federal,19.385989,-99.186285,107.0,78474.75
house,Chihuahua,28.6329957,-106.0691004,290.0,193388.86
house,Puebla,18.996482,-98.239653,100.0,39042.17
apartment,Distrito Federal,19.401507,-99.14682,65.0,90057.26
house,Querétaro,20.726007,-100.442642,135.0,114523.69
house,Morelos,18.795519,-99.231445,165.0,92660.07
house,Morelos,18.885848,-98.973834,82.0,74867.26
house,Querétaro,20.403807,-99.990905,110.0,61426.34
house,San Luis Potosí,22.134478,-100.929138,97.0,40343.57
house,Estado de México,19.5562275,-99.2674713,64.0,52056.17
apartment,Querétaro,20.726007,-100.442642,173.0,229047.37
house,Nuevo León,25.757803,-100.404541,179.0,98386.26
house,San Luis Potosí,22.1593377,-101.0443504,187.0,98906.82
house,Querétaro,20.726007,-100.442642,180.0,126496.62
house,Distrito Federal,19.475765,-99.145,270.0,130140.55
house,Querétaro,20.6490506,-100.4393293,380.0,296720.46
house,Puebla,19.060701,-98.329774,255.0,137948.98
house,Veracruz de Ignacio de la Llave,25.365447,-100.9942,167.0,75169.18
apartment,Guerrero,23.634501,-102.552788,180.0,104112.44
house,Baja California,32.589504,-115.363762,86.0,41124.41
apartment,Distrito Federal,19.383952,-99.160229,110.0,174399.79
house,Puebla,18.97302,-98.206238,210.0,148360.23
apartment,Baja California Sur,24.16478214,-110.3053683,71.0,41644.98
apartment,Yucatán,21.072905,-89.65963,210.0,102876.11
house,Nuevo León,25.758963,-100.316811,175.0,65070.28
house,Puebla,19.0378006,-98.3007086,165.0,110359.19
house,Distrito Federal,19.3870644,-99.0362059,300.0,132743.36
house,Estado de México,19.5329337,-99.164866,290.0,242061.43
house,Tlaxcala,19.29712,-98.255075,160.0,67673.09
house,Morelos,23.634501,-102.552788,110.0,67673.09
house,Querétaro,20.70706703,-100.4718161,309.0,192608.02
house,Puebla,19.046589,-98.102929,92.0,32795.42
house,Nuevo León,25.7394971,-100.2754971,164.0,65070.28
house,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220.0,148360.23
house,San Luis Potosí,22.147087,-100.960213,105.0,57261.84
house,Guanajuato,21.1264477,-101.611078,250.0,119208.75
house,Morelos,18.917542,-98.963181,140.0,75481.52
house,Distrito Federal,19.472128,-99.146697,190.0,101145.24
house,Estado de México,19.234984,-99.558175,115.0,109318.06
house,Puebla,18.9187144,-98.4266391,90.0,46330.04
house,Yucatán,21.075163,-89.516731,185.0,88235.29
apartment,Distrito Federal,19.52589,,71.0,48550.59
house,Estado de México,19.2640539,,233.0,168636.73
house,Estado de México,19.268629,,300.0,86932.69
apartment,Veracruz de Ignacio de la Llave,19.511938,,84.0,68508.67
house,Jalisco,20.689157,,175.0,102763.0
house,Yucatán,21.0441317,,223.0,126477.54
house,Quintana Roo,21.129547,,179.0,121207.64
house,Guanajuato,21.003574,,205.0,226869.1
house,Chiapas,19.667873,,130.0,76395.4
apartment,Distrito Federal,19.443178,,67.0,50052.15
apartment,Distrito Federal,19.396593,,80.0,51076.22
house,Guanajuato,21.1299039,,263.0,152932.43
house,Nuevo León,25.625994,,367.0,216014.58
apartment,Distrito Federal,19.524143,,60.0,34246.21
apartment,Distrito Federal,19.386959,,120.0,100104.31
house,Veracruz de Ignacio de la Llave,20.949741,,320.0,158059.45
house,Morelos,18.920345,,122.0,103500.79
apartment,Guerrero,16.863794,,191.0,237145.4
house,Veracruz de Ignacio de la Llave,19.136782,,220.0,104319.23
apartment,Distrito Federal,19.403334,,153.0,65633.66
house,Yucatán,21.0411724,,205.0,90115.25
house,Veracruz de Ignacio de la Llave,25.441315,,120.0,110667.85
house,Baja California,32.425724,,115.0,62585.3
house,Estado de México,19.484794,,260.0,91674.48
apartment,Distrito Federal,19.378533,,107.0,79443.7
house,Nuevo León,25.740887,,192.0,115910.26
house,Chiapas,16.769737,,106.0,52686.48
house,Jalisco,20.650429,,190.0,150192.08
apartment,Distrito Federal,19.387613,,103.0,50942.31
house,Morelos,18.890867,,171.0,105397.95
apartment,Quintana Roo,21.139086,,203.0,189716.32
apartment,Distrito Federal,19.413079,,140.0,273969.71
house,Distrito Federal,19.410826,,160.0,157532.58
house,Morelos,18.900852,,200.0,173865.39
apartment,Distrito Federal,19.428767,,75.0,56689.55
house,Estado de México,19.595285,,149.0,100104.31
apartment,Estado de México,19.531834,,117.0,144922.18
house,Morelos,18.818652,,293.0,110667.85
house,Veracruz de Ignacio de la Llave,23.634501,,233.0,99577.45
house,Quintana Roo,21.137991,,280.0,92201.34
house,Veracruz de Ignacio de la Llave,18.7696195,,160.0,92130.98
house,San Luis Potosí,22.169217188,,190.0,99050.58
house,Nuevo León,23.634501,,200.0,98523.72
house,Estado de México,19.101794,,300.0,52686.48
house,Veracruz de Ignacio de la Llave,19.517859,,180.0,123842.59
house,Distrito Federal,19.2790911,,117.0,142253.5
apartment,Oaxaca,15.752900306,,83.0,68245.17
apartment,Distrito Federal,19.302422,,104.0,103370.88
house,Distrito Federal,19.343664,,350.0,242357.82
apartment,Guerrero,16.868438,,100.0,79029.72
house,Morelos,18.93409,,198.0,123813.23
house,Estado de México,19.534415,,280.0,55039.77
house,Puebla,19.043223,,168.0,92201.34
apartment,Puebla,19.0527224248,,75.0,81683.41
house,Morelos,18.981213,,200.0,115910.26
apartment,Distrito Federal,19.395097,,80.0,53158.13
house,Morelos,18.862602,,305.0,189716.32
house,Jalisco,20.594334,,90.0,57955.13
house,Puebla,18.9915056,,152.0,105397.95
apartment,San Luis Potosí,22.125832,,144.0,100128.05
apartment,Nuevo León,25.592172,,87.0,173490.81
house,Estado de México,19.295469,,84.0,49986.51
house,Guanajuato,20.703063,,90.0,55320.8
house,Chiapas,19.670241,,190.0,165962.42
house,Yucatán,20.9591553064,,135.0,89587.99
house,Jalisco,20.635013,,200.0,120652.04
house,Chiapas,19.673779,,260.0,158059.45
apartment,Tabasco,17.997911,,125.0,210745.93
apartment,Estado de México,19.508253,,113.0,153686.47
apartment,Morelos,18.937398,,127.0,131747.44
apartment,Baja California,32.486253,,63.0,36817.31
house,Puebla,18.9802279987,,272.0,210795.91
house,Querétaro,20.5969621,,95.0,52698.97
house,Yucatán,21.0181429,,180.0,72724.58
house,Chihuahua,28.6275048,,212.0,44256.64
house,Querétaro,20.723525,,248.0,151210.2
house,Querétaro,20.729762,,198.0,131716.2
house,Veracruz de Ignacio de la Llave,18.7696195,,245.0,147557.13
house,Distrito Federal,19.410632,,140.0,162801.23
house,Estado de México,19.672207,,158.0,86247.77
house,Chihuahua,28.6103324259,,200.0,134382.39
house,Baja California Sur,23.634501,,100.0,44730.82
apartment,Tabasco,17.928942,,67.0,35826.8
house,Jalisco,20.572651,,270.0,250260.79
house,Veracruz de Ignacio de la Llave,19.1553371,,282.0,68508.67
house,Veracruz de Ignacio de la Llave,20.957177,,350.0,115910.26
house,Nuevo León,25.7815621,,108.0,35036.51
house,Yucatán,21.039522,,162.0,83226.17
house,Querétaro,20.543838,,145.0,115910.26
house,Veracruz de Ignacio de la Llave,19.1564195,,190.0,124633.08
house,Distrito Federal,19.275725,,80.0,132559.19
house,Morelos,18.90666,,330.0,184402.69
apartment,Distrito Federal,19.342083,,83.0,52574.87
house,Querétaro,20.570164,,135.0,78521.47
house,Morelos,18.926468,,340.0,289775.66
apartment,Distrito Federal,19.368553,,174.0,89430.16
house,Querétaro,20.5828187131,,93.0,59022.85
apartment,Distrito Federal,19.427607,,102.0,177267.41
house,Chiapas,16.770111,,144.0,71126.75
apartment,Distrito Federal,19.460046,,70.0,79029.72
house,Morelos,18.9015371,,200.0,123842.59
house,Chiapas,16.748295,,140.0,84298.37
house,Querétaro,20.5198184,,123.0,85178.23
house,Morelos,18.890867,,150.0,86932.69
house,Estado de México,19.682383,,74.0,33350.54
house,Querétaro,20.582091,,300.0,237089.17
apartment,Puebla,19.0733273,,164.0,184446.42
house,Quintana Roo,21.161908,,220.0,136984.85
apartment,Morelos,18.949474,,129.0,137017.34
house,Morelos,18.795519,,71.0,36353.67
house,Veracruz de Ignacio de la Llave,25.484016,,290.0,115910.26
house,Querétaro,20.536322,,280.0,205477.28
house,Distrito Federal,19.343424,,182.0,68492.42
house,Colima,19.274727,,329.0,104343.97
house,Querétaro,20.5412697,,110.0,59022.85
house,Nuevo León,25.7296370244,,310.0,237145.4
house,Morelos,18.835054,,250.0,68492.42
apartment,Distrito Federal,19.368475,,81.0,149629.61
house,Distrito Federal,19.285891,,210.0,85949.19
apartment,Distrito Federal,19.392302,,150.0,222924.2
house,Distrito Federal,19.2925929444,,96.0,138598.31
house,Querétaro,20.5426931,,260.0,122525.12
house,Veracruz de Ignacio de la Llave,19.0652948,,239.0,138334.81
house,Jalisco,20.6129,,275.0,163328.09
apartment,Puebla,18.983398,,192.0,121207.64
house,Chiapas,19.657836,,260.0,68492.42
house,Yucatán,21.03071,,126.0,77467.49
house,Chiapas,19.710472,,190.0,63223.78
house,Estado de México,19.476202,,230.0,289775.66
house,Chihuahua,28.663404,,182.0,326733.66
house,Jalisco,20.726262,,206.0,168596.74
house,Veracruz de Ignacio de la Llave,19.137135,,125.0,60589.45
house,Estado de México,19.5224623443,,210.0,202842.96
apartment,Querétaro,20.696185,,132.0,93781.94
house,Hidalgo,20.092012,,116.0,84087.62
house,Baja California,32.601212,,102.0,33982.78
house,Chiapas,16.765467,,370.0,192305.66
house,Yucatán,21.039522,,195.0,91632.19
apartment,Puebla,18.989942,,100.0,55847.67
house,Veracruz de Ignacio de la Llave,18.898756,,130.0,68492.42
house,Veracruz de Ignacio de la Llave,19.119549,,232.0,125393.83
house,Distrito Federal,19.353288,,90.0,136405.3
house,San Luis Potosí,22.1385005078,,168.0,104319.23
house,Sonora,29.083198,,162.0,57955.13
house,Puebla,19.044477,,165.0,111331.75
house,Distrito Federal,19.510133,,171.0,141199.77
house,Morelos,18.850763,,168.0,67438.69
house,Nuevo León,25.758372724,,98.0,43213.16
house,Querétaro,20.726007,,260.0,163328.09
house,Estado de México,19.5562275,,150.0,205526.01
apartment,Distrito Federal,19.345528,,60.0,46943.65
house,Morelos,18.935198,,300.0,289775.66
house,Puebla,19.03362,,156.0,99577.45
house,Estado de México,19.229864,,256.0,184446.42
house,Yucatán,21.039522,,330.0,171271.67
house,Morelos,18.936026,,220.0,205477.28
house,Tabasco,18.053865,,182.0,81664.04
house,Yucatán,20.9968241,,164.0,62711.78
house,Yucatán,20.984423,,162.0,47417.83
house,Morelos,18.864874,,120.0,51369.32
house,Distrito Federal,19.40112,,317.0,173906.62
house,Querétaro,20.705742,,185.0,146995.28
house,Sinaloa,24.813503,,220.0,184446.42
apartment,Morelos,18.935198,,91.0,101182.03
house,Yucatán,21.012869,,96.0,57705.38
apartment,Quintana Roo,21.1672703,,120.0,163366.83
house,Morelos,18.948607,,180.0,184446.42
house,Morelos,18.95299,,180.0,102738.64
house,Morelos,18.8816687,,90.0,68245.17
house,Querétaro,20.5884382058,,243.0,200208.63
house,Yucatán,20.9973786,,170.0,38470.25
apartment,Distrito Federal,19.33923,,83.0,147522.15
house,Chiapas,16.766967,,239.0,226551.88
house,Chihuahua,28.631689,,200.0,115410.76
house,Querétaro,20.58966,,335.0,250260.79
house,Morelos,18.862602,,210.0,141990.07
apartment,Querétaro,20.59808,,90.0,57428.26
apartment,Quintana Roo,21.1789333275,,75.0,34254.33
apartment,Nuevo León,25.6689477,,117.0,140741.38
house,Guerrero,16.862803,,147.0,92750.2
apartment,Sinaloa,23.296583,,134.0,173865.39
house,Yucatán,21.0012449,,133.0,76150.02
house,Estado de México,19.666832,,69.0,44783.51
house,Nuevo León,25.668703,,101.0,210795.91
house,Jalisco,20.663444,,350.0,262115.25
apartment,Estado de México,19.521015,,130.0,171231.07
house,Sinaloa,23.286216,,180.0,86932.69
house,Estado de México,19.422676,,200.0,70283.76
house,Estado de México,19.6378074,,254.0,171271.67
house,Hidalgo,20.084376,,279.0,131716.2
house,Morelos,18.850763,,110.0,73234.21
house,Estado de México,19.300923,,73.0,43729.78
apartment,Distrito Federal,19.444723,,70.0,41680.96
house,Distrito Federal,19.403597,,380.0,257531.53
house,Chiapas,19.66869,,298.0,168069.88
apartment,Baja California,32.486292,,63.0,36817.31
apartment,Jalisco,20.705671,,180.0,237145.4
house,Guerrero,16.8583631,,354.0,266975.89
apartment,Veracruz de Ignacio de la Llave,19.1005941575,,76.0,84298.37
apartment,Estado de México,19.479437,,75.0,105397.95
house,Morelos,18.981213,,240.0,183348.96
house,Querétaro,20.624242,,172.0,86953.31
apartment,Estado de México,19.508253,,113.0,153686.47
house,Estado de México,19.533955,,155.0,52159.61
apartment,Distrito Federal,19.394073,,82.0,154987.69
house,Morelos,18.878128,,110.0,84298.37
apartment,Querétaro,20.5862687746,,63.0,113302.8
house,Morelos,18.961286,,60.0,34773.07
house,Querétaro,20.628052,,254.0,147557.13
house,Campeche,18.660893,,264.0,172852.64
house,Veracruz de Ignacio de la Llave,19.0652948,,192.0,126477.54
house,Tamaulipas,22.285725,,72.0,35988.5
apartment,Distrito Federal,19.305984,,70.0,107322.36
house,Distrito Federal,19.361792,,197.0,49999.47
house,San Luis Potosí,22.1877626295,,105.0,50517.24
apartment,Querétaro,20.726007,,105.0,93856.88
apartment,Distrito Federal,19.417636,,70.0,41095.45
house,Veracruz de Ignacio de la Llave,19.570101,,140.0,42623.36
house,Morelos,18.885313,,97.0,50052.15
apartment,San Luis Potosí,22.148722,,129.0,92750.2
house,Puebla,18.985688,,73.0,37670.83
apartment,Estado de México,19.427053,,100.0,313695.32
apartment,Distrito Federal,19.446256,,68.0,49051.11
house,Nayarit,21.4581695,,220.0,165172.12
apartment,Distrito Federal,19.333974,,70.0,121178.91
apartment,Estado de México,19.379597,,155.0,226551.88
house,San Luis Potosí,22.139618,,354.0,208111.61
house,Estado de México,19.552184,,80.0,127880.63
apartment,Querétaro,20.5365909,,80.0,44794.13
apartment,Distrito Federal,19.445032,,133.0,59426.13
house,Estado de México,19.54235,,192.0,125920.69
apartment,Distrito Federal,19.377404,,80.0,91411.04
apartment,Guerrero,16.858816,,185.0,157917.19
house,Sinaloa,23.231522,,211.0,81137.18
house,Yucatán,21.006756,,250.0,105397.95
apartment,Guerrero,16.850374,,145.0,81664.04
house,Veracruz de Ignacio de la Llave,18.141083,,180.0,110667.85
house,Puebla,18.989918,,299.0,231820.52
house,Veracruz de Ignacio de la Llave,25.540674,,140.0,47417.83
house,Yucatán,21.039522,,240.0,138058.14
apartment,Distrito Federal,19.336697,,102.0,187081.37
house,Querétaro,20.697427,,187.0,134350.53
apartment,Distrito Federal,19.451872,,70.0,66911.83
house,Estado de México,19.262129,,239.0,132769.93
apartment,Distrito Federal,19.2790911,,72.0,40645.77
house,Jalisco,20.647398,,84.0,65858.1
house,Tabasco,23.634501,,151.0,237145.4
house,Querétaro,20.5887932,,177.0,115937.75
apartment,Puebla,19.028651,,116.0,171231.07
apartment,Distrito Federal,19.493713,,60.0,38812.39
house,Veracruz de Ignacio de la Llave,19.11819,,181.0,129112.49
house,Veracruz de Ignacio de la Llave,18.147928788,,175.0,115937.75
house,Estado de México,19.4907003,,370.0,316193.86
apartment,Nuevo León,25.672309,,73.0,106110.57
house,Estado de México,19.542509,,220.0,150156.47
house,Chiapas,19.671952,,235.0,171231.07
house,Colima,19.297108,,176.0,62170.05
house,Baja California,32.421957,,170.0,95499.52
house,Morelos,18.855343,,73.0,36783.88
house,Morelos,18.939657,,185.0,189716.32
house,Distrito Federal,19.345431,,200.0,228450.07
house,Nuevo León,25.660103,,127.0,131747.44
house,Estado de México,19.564925,,110.0,143834.1
house,Nuevo León,25.652299,,281.0,152790.8
apartment,Distrito Federal,19.452665,,75.0,34421.81
apartment,Guerrero,16.869995,,72.0,48471.56
house,Chiapas,16.768602,,185.0,82717.77
house,Hidalgo,23.634501,,120.0,63223.78
house,Estado de México,19.317622,,200.0,158059.45
house,Guerrero,16.850374,,168.0,115937.75
apartment,Yucatán,21.0306572,,144.0,79048.46
house,Distrito Federal,19.359798,,90.0,131716.2
house,Distrito Federal,19.3434226,,182.0,68492.42
apartment,Distrito Federal,19.4503249,,91.0,79029.72
house,Tamaulipas,22.3918646281,,76.0,35826.8
apartment,Distrito Federal,19.307417,,75.0,36882.11
house,Durango,24.0277202,,245.0,92201.34
apartment,Estado de México,19.374843,,120.0,59711.33
apartment,San Luis Potosí,22.1352302,,140.0,73234.21
house,Veracruz de Ignacio de la Llave,25.577366,,348.0,155425.12
house,Veracruz de Ignacio de la Llave,19.517859,,300.0,142253.5
house,Querétaro,20.605692,,290.0,208111.61
house,San Luis Potosí,22.158050728,,180.0,50064.02
house,Morelos,18.847519,,162.0,89567.02
house,Veracruz de Ignacio de la Llave,19.119549,,190.0,94331.17
house,Distrito Federal,19.301835,,300.0,207057.88
house,Chiapas,16.756552,,215.0,163366.83
house,Morelos,18.813505,,80.0,34246.21
house,Campeche,19.8301251,,160.0,115937.75
house,Querétaro,20.592563,,271.0,179134.04
house,Hidalgo,20.044181,,169.0,84054.87
apartment,Distrito Federal,19.396893,,80.0,85899.33
house,Jalisco,20.615292,,230.0,131716.2
house,Guanajuato,21.202881,,167.0,68492.42
house,Yucatán,21.0315095,,349.0,200256.11
house,Distrito Federal,19.33981,,272.0,260798.09
house,Nuevo León,25.6773984,,347.0,292796.2
house,Yucatán,21.0344135,,305.0,194986.21
house,Morelos,18.936026,,270.0,255590.04
house,Querétaro,20.607178,,75.0,35563.37
house,Estado de México,19.470298,,218.0,255529.44
house,Estado de México,19.522923,,340.0,250260.79
house,Querétaro,20.570164,,170.0,123842.59
house,Veracruz de Ignacio de la Llave,18.1477847816,,240.0,115937.75
house,Distrito Federal,19.399741,,100.0,57287.8
house,Distrito Federal,19.282308,,130.0,119651.0
apartment,Estado de México,19.634604,,76.0,34245.11
house,Morelos,18.904448,,106.0,105372.96
house,Distrito Federal,19.456544,,278.0,183875.82
house,Querétaro,20.726007,,285.0,231875.5
house,Querétaro,20.548123,,300.0,200208.63
apartment,Distrito Federal,19.396705,,85.0,76740.25
house,Querétaro,20.6543981,,137.0,83264.38
house,Chiapas,16.766762,,160.0,154371.39
house,Morelos,18.954132,,94.0,55333.92
house,Nuevo León,25.696475,,220.0,165962.42
apartment,Distrito Federal,19.270165,,80.0,131400.09
house,Guerrero,23.634501,,100.0,50052.15
apartment,Distrito Federal,19.39912,,92.0,142253.5
house,Estado de México,19.229864,,270.0,231820.52
apartment,Distrito Federal,19.376589,,107.0,215482.45
house,Yucatán,21.072905,,280.0,110351.66
house,Puebla,19.044477,,350.0,226551.88
apartment,Estado de México,19.6494549,,69.0,38461.13
apartment,Estado de México,19.60537,,60.0,39146.05
house,Tabasco,17.999552,,151.0,115910.26
house,Puebla,19.1090862,,160.0,84318.36
house,Morelos,18.910368,,200.0,129081.88
house,Jalisco,20.775549,,300.0,134350.53
house,Nuevo León,25.7671943,,150.0,35308.31
house,Baja California Sur,24.168865,,330.0,290434.24
house,Baja California,32.457415,,102.0,61643.18
house,Querétaro,20.726007,,200.0,121705.77
apartment,Oaxaca,17.0588513685,,94.0,51118.0
house,Estado de México,19.550762,,160.0,111194.84
house,Yucatán,21.0412206815,,174.0,82842.79
apartment,Distrito Federal,19.373161,,69.0,84298.37
house,Morelos,18.917542,,210.0,118572.7
apartment,Nuevo León,25.657194,,110.0,262378.68
house,Morelos,18.94542,,380.0,289775.66
house,Querétaro,20.6113606,,132.0,86953.31
house,Chiapas,16.773806,,165.0,71126.75
house,Distrito Federal,19.493973,,300.0,179239.41
apartment,Quintana Roo,20.626583,,145.0,115437.11
apartment,Nuevo León,25.651072,,126.0,175924.99
house,Distrito Federal,19.362795,,80.0,46715.31
house,Querétaro,20.631845,,180.0,118572.7
house,Nuevo León,25.637247,,194.0,76395.4
house,Quintana Roo,21.138567,,185.0,97469.99
house,Guerrero,16.874741,,300.0,98787.15
apartment,Distrito Federal,19.395097,,80.0,53158.18
apartment,Distrito Federal,19.478815,,64.0,76395.4
house,Veracruz de Ignacio de la Llave,19.554081,,95.0,38461.13
house,Tamaulipas,22.276130897,,232.0,139652.29
house,Morelos,18.9611008,,192.0,173906.62
apartment,Distrito Federal,19.51918,,60.0,34983.82
apartment,Yucatán,21.03071,,131.0,77467.49
house,Chiapas,19.671921,,240.0,97469.99
house,Estado de México,19.514929,,356.0,288721.93
house,Estado de México,19.295469,,150.0,57968.87
house,Estado de México,19.488134,,110.0,138934.25
apartment,Distrito Federal,19.326108,,70.0,49273.54
house,Sonora,29.105133,,357.0,210745.93
house,Chiapas,19.711031,,256.0,60603.82
house,Nuevo León,25.5883667,,300.0,162393.9
house,Baja California Sur,24.155968,,204.0,135963.36
house,Distrito Federal,19.483263,,190.0,102369.83
house,Estado de México,19.404718,,139.0,252895.12
house,Chihuahua,28.678531,,115.0,46890.97
house,Yucatán,21.0064261,,90.0,60603.82
apartment,Distrito Federal,23.634501,,85.0,94835.67
house,Estado de México,19.580685,,70.0,34254.33
